PokemonId,PokedexNumber,PokemonName,Classification,PokemonHeight,PokemonWeight,PrimaryType,PrimaryAbility,PrimaryAbilityDescription,MaleRatio,FemaleRatio,BaseHappiness,GameofOrigin,RegionofOrigin,HealthStat,AttackStat,DefenseStat,SpecialAttackStat,SpecialDefenseStat,SpeedStat,BaseStatTotal,HealthEV,AttackEV,DefenseEV,SpecialAttackEV,SpecialDefenseEV,SpeedEV,EVYieldTotal,CatchRate,ExperienceGrowth,ExperienceGrowthTotal,ExperienceYield,PrimaryEggGroup,EggCycleCount
102,54,Psyduck,Duck Pokemon,0.8,19.6,Water,Damp,"Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.",50.0,50.0,70,Red,Kanto,50,52,48,65,50,55,320,0,0,0,1,0,0,1,190,Medium Fast,1000000,64,Water 1,20
105,101,Electrode,Ball Pokemon,1.2,66.6,Electric,Soundproof,Soundproofing gives the Pokémon full immunity to all sound-based moves.,0.0,0.0,70,Red,Kanto,60,50,70,80,80,150,490,0,0,0,0,0,2,2,60,Medium Fast,1000000,172,Mineral,20
136,102,Exeggcute,Egg Pokemon,0.4,2.5,Grass,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight. ,50.0,50.0,70,Red,Kanto,60,40,80,60,45,40,325,0,0,1,0,0,0,1,90,Slow,1250000,65,Grass,20
137,103,Exeggutor,Coconut Pokemon,2.0,120.0,Grass,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight. ,50.0,50.0,70,Red,Kanto,95,95,85,125,75,55,530,0,0,0,2,0,0,2,45,Slow,1250000,186,Grass,20
138,104,Cubone,Lonely Pokemon,0.4,6.5,Ground,Rock Head,Protects the Pokémon from recoil damage.,50.0,50.0,70,Red,Kanto,50,50,95,40,50,35,320,0,0,1,0,0,0,1,190,Medium Fast,1000000,64,Monster,20
139,105,Marowak,Bone Keeper Pokemon,1.0,45.0,Ground,Rock Head,Protects the Pokémon from recoil damage.,50.0,50.0,70,Red,Kanto,60,80,110,50,80,45,425,0,0,2,0,0,0,2,75,Medium Fast,1000000,149,Monster,20
140,106,Hitmonlee,Kicking Pokemon,1.5,49.8,Fighting,Limber,Its limber body protects the Pokémon from paralysis.,100.0,0.0,70,Red,Kanto,50,120,53,35,110,87,455,0,2,0,0,0,0,2,45,Medium Fast,1000000,159,Human-Like,25
141,107,Hitmonchan,Punching Pokemon,1.4,50.2,Fighting,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,100.0,0.0,70,Red,Kanto,50,105,79,35,110,76,455,0,0,0,0,2,0,2,45,Medium Fast,1000000,159,Human-Like,25
142,108,Lickitung,Licking Pokemon,1.2,65.5,Normal,Own Tempo,"This Pokémon has its own tempo, and that prevents it from becoming confused.",50.0,50.0,70,Red,Kanto,90,55,75,60,75,30,385,2,0,0,0,0,0,2,45,Medium Fast,1000000,77,Monster,20
143,109,Koffing,Poison Gas Pokemon,0.6,1.0,Poison,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",50.0,50.0,70,Red,Kanto,40,65,95,60,45,35,340,0,0,1,0,0,0,1,190,Medium Fast,1000000,68,Amorphous,20
144,110,Weezing,Poison Gas Pokemon,1.2,9.5,Poison,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",50.0,50.0,70,Red,Kanto,65,90,120,85,70,60,490,0,0,2,0,0,0,2,60,Medium Fast,1000000,172,Amorphous,20
145,111,Rhyhorn,Spikes Pokemon,1.0,115.0,Ground,Lightning Rod,"The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.",50.0,50.0,70,Red,Kanto,80,85,95,30,30,25,345,0,0,1,0,0,0,1,120,Slow,1250000,69,Monster,20
146,112,Rhydon,Drill Pokemon,1.9,120.0,Ground,Lightning Rod,"The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.",50.0,50.0,70,Red,Kanto,105,130,120,45,45,40,485,0,2,0,0,0,0,2,60,Slow,1250000,170,Monster,20
147,113,Chansey,Egg Pokemon,1.1,34.6,Normal,Natural Cure,All status conditions heal when the Pokémon switches out.,0.0,100.0,140,Red,Kanto,250,5,5,35,105,50,450,2,0,0,0,0,0,2,30,Fast,800000,395,Fairy,40
148,114,Tangela,Vine Pokemon,1.0,35.0,Grass,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight. ,50.0,50.0,70,Red,Kanto,65,55,115,100,40,60,435,0,0,1,0,0,0,1,45,Medium Fast,1000000,87,Grass,20
211,115,Kangaskhan,Parent Pokemon,2.2,80.0,Normal,Early Bird,The Pokémon awakens from sleep twice as fast as other Pokémon.,0.0,100.0,70,Red,Kanto,105,95,80,40,80,90,490,2,0,0,0,0,0,2,45,Medium Fast,1000000,172,Monster,20
212,116,Horsea,Dragon Pokemon,0.4,8.0,Water,Swift Swim,Boosts the Pokémon's Speed stat in rain.,50.0,50.0,70,Red,Kanto,30,40,70,70,25,60,295,0,0,0,1,0,0,1,225,Medium Fast,1000000,59,Water 1,20
213,117,Seadra,Dragon Pokemon,1.2,25.0,Water,Poison Point,Contact with the Pokémon may poison the attacker.,50.0,50.0,70,Red,Kanto,55,65,95,95,45,85,440,0,0,1,1,0,0,2,75,Medium Fast,1000000,154,Water 1,20
214,118,Goldeen,Goldfish Pokemon,0.6,15.0,Water,Swift Swim,Boosts the Pokémon's Speed stat in rain.,50.0,50.0,70,Red,Kanto,45,67,60,35,50,63,320,0,1,0,0,0,0,1,225,Medium Fast,1000000,64,Water 2,20
215,119,Seaking,Goldfish Pokemon,1.3,39.0,Water,Swift Swim,Boosts the Pokémon's Speed stat in rain.,50.0,50.0,70,Red,Kanto,80,92,65,65,80,68,450,0,2,0,0,0,0,2,60,Medium Fast,1000000,158,Water 2,20
216,120,Staryu,Star Shape Pokemon,0.8,34.5,Water,Illuminate,Raises the likelihood of meeting wild Pokémon by illuminating the surroundings.,0.0,0.0,70,Red,Kanto,30,45,55,70,55,85,340,0,0,0,0,0,1,1,225,Slow,1250000,68,Water 3,20
217,121,Starmie,Mysterious Pokemon,1.1,80.0,Water,Illuminate,Raises the likelihood of meeting wild Pokémon by illuminating the surroundings.,0.0,0.0,70,Red,Kanto,60,75,85,100,85,115,520,0,0,0,0,0,2,2,60,Slow,1250000,182,Water 3,20
218,122,MrMime,Barrier Pokemon,1.3,54.5,Psychic,Soundproof,Soundproofing gives the Pokémon full immunity to all sound-based moves.,50.0,50.0,70,Red,Kanto,40,45,65,100,120,90,460,0,0,0,0,2,0,2,45,Medium Fast,1000000,161,Human-Like,25
219,123,Scyther,Mantis Pokemon,1.5,56.0,Bug,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,50.0,50.0,70,Red,Kanto,70,110,80,55,80,105,500,0,1,0,0,0,0,1,45,Medium Fast,1000000,100,Bug,25
220,124,Jynx,Human Shape Pokemon,1.4,40.6,Ice,Oblivious,"The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.",0.0,100.0,70,Red,Kanto,65,50,35,115,95,95,455,0,0,0,2,0,0,2,45,Medium Fast,1000000,159,Human-Like,25
221,125,Electabuzz,Electric Pokemon,1.1,30.0,Electric,Static,"The Pokémon is charged with static electricity, so contact with it may cause paralysis.",75.0,25.0,70,Red,Kanto,65,83,57,95,85,105,490,0,0,0,0,0,2,2,45,Medium Fast,1000000,172,Human-Like,25
222,126,Magmar,Spitfire Pokemon,1.3,44.5,Fire,Flame Body,Contact with the Pokémon may burn the attacker.,75.0,25.0,70,Red,Kanto,65,95,57,100,85,93,495,0,0,0,2,0,0,2,45,Medium Fast,1000000,173,Human-Like,25
223,127,Pinsir,Stag Beetle Pokemon,1.5,55.0,Bug,Hyper Cutter,The Pokémon's proud of its powerful pincers. They prevent other Pokémon from lowering its Attack stat.,50.0,50.0,70,Red,Kanto,65,125,100,55,70,85,500,0,2,0,0,0,0,2,45,Slow,1250000,175,Bug,25
224,128,Tauros,Wild Bull Pokemon,1.4,88.4,Normal,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",100.0,0.0,70,Red,Kanto,75,100,95,40,70,110,490,0,1,0,0,0,1,2,45,Slow,1250000,172,Field,20
225,129,Magikarp,Fish Pokemon,0.9,10.0,Water,Swift Swim,Boosts the Pokémon's Speed stat in rain.,50.0,50.0,70,Red,Kanto,20,10,55,15,20,80,200,0,0,0,0,0,1,1,255,Slow,1250000,40,Water 2,5
226,130,Gyarados,Atrocious Pokemon,6.5,235.0,Water,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",50.0,50.0,70,Red,Kanto,95,125,79,60,100,81,540,0,2,0,0,0,0,2,45,Slow,1250000,189,Water 2,5
227,131,Lapras,Transport Pokemon,2.5,220.0,Water,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,50.0,50.0,70,Red,Kanto,130,85,80,85,95,60,535,2,0,0,0,0,0,2,45,Slow,1250000,187,Monster,40
228,133,Eevee,Evolution Pokemon,0.3,6.5,Normal,Run Away,Enables a sure getaway from wild Pokémon.,87.5,12.5,70,Red,Kanto,55,55,50,45,65,55,325,0,0,0,0,1,0,1,45,Medium Fast,1000000,65,Field,35
229,134,Vaporeon,Bubble Jet Pokemon,1.0,29.0,Water,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,87.5,12.5,70,Red,Kanto,130,65,60,110,95,65,525,2,0,0,0,0,0,2,45,Medium Fast,1000000,184,Field,35
230,135,Jolteon,Lightning Pokemon,0.8,24.5,Electric,Volt Absorb,Restores HP if hit by an Electric-type move instead of taking damage.,87.5,12.5,70,Red,Kanto,65,65,60,110,95,130,525,0,0,0,0,0,2,2,45,Medium Fast,1000000,184,Field,35
231,136,Flareon,Flame Pokemon,0.9,25.0,Fire,Flash Fire,Powers up the Pokémon's Fire-type moves if it's hit by one.,87.5,12.5,70,Red,Kanto,65,130,60,95,110,65,525,0,2,0,0,0,0,2,45,Medium Fast,1000000,184,Field,35
232,137,Porygon,Virtual Pokemon,0.8,36.5,Normal,Trace,"When it enters a battle, the Pokémon copies an opposing Pokémon's Ability.",0.0,0.0,70,Red,Kanto,65,60,70,85,75,40,395,0,0,0,1,0,0,1,45,Medium Fast,1000000,79,Mineral,20
233,138,Omanyte,Spiral Pokemon,0.4,7.5,Rock,Swift Swim,Boosts the Pokémon's Speed stat in rain.,87.5,12.5,70,Red,Kanto,35,40,100,90,55,35,355,0,0,1,0,0,0,1,45,Medium Fast,1000000,71,Water 1,30
234,139,Omastar,Spiral Pokemon,1.0,35.0,Rock,Swift Swim,Boosts the Pokémon's Speed stat in rain.,87.5,12.5,70,Red,Kanto,70,60,125,115,70,55,495,0,0,2,0,0,0,2,45,Medium Fast,1000000,173,Water 1,30
235,140,Kabuto,Shellfish Pokemon,0.5,11.5,Rock,Swift Swim,Boosts the Pokémon's Speed stat in rain.,87.5,12.5,70,Red,Kanto,30,80,90,55,45,55,355,0,0,1,0,0,0,1,45,Medium Fast,1000000,71,Water 1,30
236,141,Kabutops,Shellfish Pokemon,1.3,40.5,Rock,Swift Swim,Boosts the Pokémon's Speed stat in rain.,87.5,12.5,70,Red,Kanto,60,115,105,65,70,80,495,0,2,0,0,0,0,2,45,Medium Fast,1000000,173,Water 1,30
237,142,Aerodactyl,Fossil Pokemon,1.8,59.0,Rock,Rock Head,Protects the Pokémon from recoil damage.,87.5,12.5,70,Red,Kanto,80,105,65,60,75,130,515,0,0,0,0,0,2,2,45,Slow,1250000,180,Flying,35
238,143,Snorlax,Sleeping Pokemon,2.1,460.0,Normal,Immunity,The immune system of the Pokémon prevents it from getting poisoned.,87.5,12.5,70,Red,Kanto,160,110,65,65,110,30,540,2,0,0,0,0,0,2,25,Slow,1250000,189,Monster,40
239,144,Articuno,Freeze Pokemon,1.7,55.4,Ice,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",0.0,0.0,35,Red,Kanto,90,85,100,95,125,85,580,0,0,0,0,3,0,3,3,Slow,1250000,261,Undiscovered,80
240,145,Zapdos,Electric Pokemon,1.6,52.6,Electric,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",0.0,0.0,35,Red,Kanto,90,90,85,125,90,100,580,0,0,0,3,0,0,3,3,Slow,1250000,261,Undiscovered,80
241,146,Moltres,Flame Pokemon,2.0,60.0,Fire,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",0.0,0.0,35,Red,Kanto,90,100,90,125,85,90,580,0,0,0,3,0,0,3,3,Slow,1250000,261,Undiscovered,80
242,147,Dratini,Dragon Pokemon,1.8,3.3,Dragon,Shed Skin,The Pokémon may heal its own status conditions by shedding its skin.,50.0,50.0,35,Red,Kanto,41,64,45,50,50,50,300,0,1,0,0,0,0,1,45,Slow,1250000,60,Water 1,40
243,148,Dragonair,Dragon Pokemon,4.0,16.5,Dragon,Shed Skin,The Pokémon may heal its own status conditions by shedding its skin.,50.0,50.0,35,Red,Kanto,61,84,65,70,70,70,420,0,2,0,0,0,0,2,45,Slow,1250000,147,Water 1,40
244,149,Dragonite,Dragon Pokemon,2.2,210.0,Dragon,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",50.0,50.0,35,Red,Kanto,91,134,95,100,100,80,600,0,3,0,0,0,0,3,45,Slow,1250000,270,Water 1,40
245,152,Chikorita,Leaf Pokemon,0.9,6.4,Grass,Overgrow,Powers up Grass-type moves when the Pokémon's HP is low.,87.5,12.5,70,Gold,Johto,45,49,65,49,65,45,318,0,0,0,0,1,0,1,45,Medium Slow,1059860,64,Monster,20
246,153,Bayleef,Leaf Pokemon,1.2,15.8,Grass,Overgrow,Powers up Grass-type moves when the Pokémon's HP is low.,87.5,12.5,70,Gold,Johto,60,62,80,63,80,60,405,0,0,1,0,1,0,2,45,Medium Slow,1059860,142,Monster,20
247,154,Meganium,Herb Pokemon,1.8,100.5,Grass,Overgrow,Powers up Grass-type moves when the Pokémon's HP is low.,87.5,12.5,70,Gold,Johto,80,82,100,83,100,80,525,0,0,1,0,2,0,3,45,Medium Slow,1059860,236,Monster,20
248,155,Cyndaquil,Fire Mouse Pokemon,0.5,7.9,Fire,Blaze,Powers up Fire-type moves when the Pokémon's HP is low. ,87.5,12.5,70,Gold,Johto,39,52,43,60,50,65,309,0,0,0,0,0,1,1,45,Medium Slow,1059860,62,Field,20
249,156,Quilava,Volcano Pokemon,0.9,19.0,Fire,Blaze,Powers up Fire-type moves when the Pokémon's HP is low. ,87.5,12.5,70,Gold,Johto,58,64,58,80,65,80,405,0,0,0,1,0,1,2,45,Medium Slow,1059860,142,Field,20
250,157,Typhlosion,Volcano Pokemon,1.7,79.5,Fire,Blaze,Powers up Fire-type moves when the Pokémon's HP is low. ,87.5,12.5,70,Gold,Johto,78,84,78,109,85,100,534,0,0,0,3,0,0,3,45,Medium Slow,1059860,240,Field,20
251,158,Totodile,Big Jaw Pokemon,0.6,9.5,Water,Torrent,Powers up Water-type moves when the Pokémon's HP is low. ,87.5,12.5,70,Gold,Johto,50,65,64,44,48,43,314,0,1,0,0,0,0,1,45,Medium Slow,1059860,63,Monster,20
252,159,Croconaw,Big Jaw Pokemon,1.1,25.0,Water,Torrent,Powers up Water-type moves when the Pokémon's HP is low. ,87.5,12.5,70,Gold,Johto,65,80,80,59,63,58,405,0,1,1,0,0,0,2,45,Medium Slow,1059860,142,Monster,20
253,160,Feraligatr,Big Jaw Pokemon,2.3,88.8,Water,Torrent,Powers up Water-type moves when the Pokémon's HP is low. ,87.5,12.5,70,Gold,Johto,85,105,100,79,83,78,530,0,2,1,0,0,0,3,45,Medium Slow,1059860,239,Monster,20
254,161,Sentret,Scout Pokemon,0.8,6.0,Normal,Run Away,Enables a sure getaway from wild Pokémon.,50.0,50.0,70,Gold,Johto,35,46,34,35,45,20,215,0,1,0,0,0,0,1,255,Medium Fast,1000000,43,Field,15
255,162,Furret,Long Body Pokemon,1.8,32.5,Normal,Run Away,Enables a sure getaway from wild Pokémon.,50.0,50.0,70,Gold,Johto,85,76,64,45,55,90,415,0,0,0,0,0,2,2,90,Medium Fast,1000000,145,Field,15
256,163,Hoothoot,Owl Pokemon,0.7,21.2,Normal,Insomnia,The Pokémon is suffering from insomnia and cannot fall asleep.,50.0,50.0,70,Gold,Johto,60,30,30,36,56,50,262,1,0,0,0,0,0,1,255,Medium Fast,1000000,52,Flying,15
257,164,Noctowl,Owl Pokemon,1.6,40.8,Normal,Insomnia,The Pokémon is suffering from insomnia and cannot fall asleep.,50.0,50.0,70,Gold,Johto,100,50,50,86,96,70,452,2,0,0,0,0,0,2,90,Medium Fast,1000000,158,Flying,15
258,165,Ledyba,Five Star Pokemon,1.0,10.8,Bug,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,50.0,50.0,70,Gold,Johto,40,20,30,40,80,55,265,0,0,0,0,1,0,1,255,Fast,800000,53,Bug,15
259,166,Ledian,Five Star Pokemon,1.4,35.6,Bug,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,50.0,50.0,70,Gold,Johto,55,35,50,55,110,85,390,0,0,0,0,2,0,2,90,Fast,800000,137,Bug,15
260,167,Spinarak,String Spit Pokemon,0.5,8.5,Bug,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,50.0,50.0,70,Gold,Johto,40,60,40,40,40,30,250,0,1,0,0,0,0,1,255,Fast,800000,50,Bug,15
261,168,Ariados,Long Leg Pokemon,1.1,33.5,Bug,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,50.0,50.0,70,Gold,Johto,70,90,70,60,70,40,400,0,2,0,0,0,0,2,90,Fast,800000,140,Bug,15
262,170,Chinchou,Angler Pokemon,0.5,12.0,Water,Volt Absorb,Restores HP if hit by an Electric-type move instead of taking damage.,50.0,50.0,70,Gold,Johto,75,38,38,56,56,67,330,1,0,0,0,0,0,1,190,Slow,1250000,66,Water 2,20
263,171,Lanturn,Light Pokemon,1.2,22.5,Water,Volt Absorb,Restores HP if hit by an Electric-type move instead of taking damage.,50.0,50.0,70,Gold,Johto,125,58,58,76,76,67,460,2,0,0,0,0,0,2,75,Slow,1250000,161,Water 2,20
264,175,Togepi,Spike Ball Pokemon,0.3,1.5,Fairy,Hustle,"Boosts the Attack stat, but lowers accuracy.",87.5,12.5,70,Gold,Johto,35,20,65,40,65,20,245,0,0,0,0,1,0,1,190,Fast,800000,49,Undiscovered,10
265,176,Togetic,Happiness Pokemon,0.6,3.2,Fairy,Hustle,"Boosts the Attack stat, but lowers accuracy.",87.5,12.5,70,Gold,Johto,55,40,85,80,105,40,405,0,0,0,0,2,0,2,75,Fast,800000,142,Flying,10
266,177,Natu,Tiny Bird Pokemon,0.2,2.0,Psychic,Synchronize,"The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.",50.0,50.0,70,Gold,Johto,40,50,45,70,45,70,320,0,0,0,1,0,0,1,190,Medium Fast,1000000,64,Flying,20
267,178,Xatu,Mystic Pokemon,1.5,15.0,Psychic,Synchronize,"The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.",50.0,50.0,70,Gold,Johto,65,75,70,95,70,95,470,0,0,0,1,0,1,2,75,Medium Fast,1000000,165,Flying,20
278,179,Mareep,Wool Pokemon,0.6,7.8,Electric,Static,"The Pokémon is charged with static electricity, so contact with it may cause paralysis.",50.0,50.0,70,Gold,Johto,55,40,40,65,45,35,280,0,0,0,1,0,0,1,235,Medium Slow,1059860,56,Monster,20
279,180,Flaaffy,Wool Pokemon,0.8,13.3,Electric,Static,"The Pokémon is charged with static electricity, so contact with it may cause paralysis.",50.0,50.0,70,Gold,Johto,70,55,55,80,60,45,365,0,0,0,2,0,0,2,120,Medium Slow,1059860,128,Monster,20
280,181,Ampharos,Light Pokemon,1.4,61.5,Electric,Static,"The Pokémon is charged with static electricity, so contact with it may cause paralysis.",50.0,50.0,70,Gold,Johto,90,75,85,115,90,55,510,0,0,0,3,0,0,3,45,Medium Slow,1059860,230,Monster,20
283,183,Marill,Aqua Mouse Pokemon,0.4,8.5,Water,Thick Fat,"The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves. ",50.0,50.0,70,Gold,Johto,70,20,50,20,50,40,250,2,0,0,0,0,0,2,190,Fast,800000,88,Water 1,10
284,184,Azumarill,Aqua Rabbit Pokemon,0.8,28.5,Water,Thick Fat,"The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves. ",50.0,50.0,70,Gold,Johto,100,50,80,60,80,50,420,3,0,0,0,0,0,3,75,Fast,800000,189,Water 1,10
285,185,Sudowoodo,Imitation Pokemon,1.2,38.0,Rock,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",50.0,50.0,70,Gold,Johto,70,110,115,30,65,30,420,0,0,2,0,0,0,2,65,Medium Fast,1000000,144,Mineral,20
286,186,Politoed,Frog Pokemon,1.1,33.9,Water,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,50.0,50.0,70,Gold,Johto,90,75,75,90,100,70,500,0,0,0,0,3,0,3,45,Medium Slow,1059860,225,Water 1,20
287,187,Hoppip,Cottonweed Pokemon,0.4,0.5,Grass,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight. ,50.0,50.0,70,Gold,Johto,35,35,40,35,55,50,250,0,0,0,0,1,0,1,255,Medium Slow,1059860,50,Fairy,20
288,188,Skiploom,Cottonweed Pokemon,0.6,1.0,Grass,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight. ,50.0,50.0,70,Gold,Johto,55,45,50,45,65,80,340,0,0,0,0,0,2,2,120,Medium Slow,1059860,119,Fairy,20
289,189,Jumpluff,Cottonweed Pokemon,0.8,3.0,Grass,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight. ,50.0,50.0,70,Gold,Johto,75,55,70,55,95,110,460,0,0,0,0,0,3,3,45,Medium Slow,1059860,207,Fairy,20
290,190,Aipom,Long Tail Pokemon,0.8,11.5,Normal,Run Away,Enables a sure getaway from wild Pokémon.,50.0,50.0,70,Gold,Johto,55,70,55,40,55,85,360,0,0,0,0,0,1,1,45,Fast,800000,72,Field,20
291,191,Sunkern,Seed Pokemon,0.3,1.8,Grass,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight. ,50.0,50.0,70,Gold,Johto,30,30,30,30,30,30,180,0,0,0,1,0,0,1,235,Medium Slow,1059860,36,Grass,20
292,192,Sunflora,Sun Pokemon,0.8,8.5,Grass,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight. ,50.0,50.0,70,Gold,Johto,75,75,55,105,85,30,425,0,0,0,2,0,0,2,120,Medium Slow,1059860,149,Grass,20
293,193,Yanma,Clear Wing Pokemon,1.2,38.0,Bug,Speed Boost,Its Speed stat is boosted every turn.,50.0,50.0,70,Gold,Johto,65,65,45,75,45,95,390,0,0,0,0,0,1,1,75,Medium Fast,1000000,78,Bug,20
294,194,Wooper,Water Fish Pokemon,0.4,8.5,Water,Damp,"Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.",50.0,50.0,70,Gold,Johto,55,45,45,25,25,15,210,1,0,0,0,0,0,1,255,Medium Fast,1000000,42,Water 1,20
295,195,Quagsire,Water Fish Pokemon,1.4,75.0,Water,Damp,"Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.",50.0,50.0,70,Gold,Johto,95,85,85,65,65,35,430,2,0,0,0,0,0,2,90,Medium Fast,1000000,151,Water 1,20
296,196,Espeon,Sun Pokemon,0.9,26.5,Psychic,Synchronize,"The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.",87.5,12.5,70,Gold,Johto,65,65,60,130,95,110,525,0,0,0,2,0,0,2,45,Medium Fast,1000000,184,Field,35
297,197,Umbreon,Moonlight Pokemon,1.0,27.0,Dark,Synchronize,"The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.",87.5,12.5,35,Gold,Johto,95,65,110,60,130,65,525,0,0,0,0,2,0,2,45,Medium Fast,1000000,184,Field,35
298,198,Murkrow,Darkness Pokemon,0.5,2.1,Dark,Insomnia,The Pokémon is suffering from insomnia and cannot fall asleep.,50.0,50.0,35,Gold,Johto,60,85,42,85,42,91,405,0,0,0,0,0,1,1,30,Medium Slow,1059860,81,Flying,20
299,199,Slowking,Royal Pokemon,2.0,79.5,Water,Oblivious,"The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.",50.0,50.0,70,Gold,Johto,95,75,80,100,110,30,490,0,0,0,0,3,0,3,70,Medium Fast,1000000,172,Monster,20
324,200,Misdreavus,Screech Pokemon,0.7,1.0,Ghost,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",50.0,50.0,35,Gold,Johto,60,60,60,85,85,85,435,0,0,0,0,1,0,1,45,Fast,800000,87,Amorphous,25
325,201,Unown,Symbol Pokemon,0.5,5.0,Psychic,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",0.0,0.0,70,Gold,Johto,48,72,48,72,48,48,336,0,1,0,1,0,0,2,225,Medium Fast,1000000,118,Undiscovered,40
326,202,Wobbuffet,Patient Pokemon,1.3,28.5,Psychic,Shadow Tag,This Pokémon steps on the opposing Pokémon's shadow to prevent it from escaping.,50.0,50.0,70,Gold,Johto,190,33,58,33,58,33,405,2,0,0,0,0,0,2,45,Medium Fast,1000000,142,Amorphous,20
327,203,Girafarig,Long Neck Pokemon,1.5,41.5,Normal,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",50.0,50.0,70,Gold,Johto,70,80,65,90,65,85,455,0,0,0,2,0,0,2,60,Medium Fast,1000000,159,Field,20
328,204,Pineco,Bagworm Pokemon,0.6,7.2,Bug,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",50.0,50.0,70,Gold,Johto,50,65,90,35,35,15,290,0,0,1,0,0,0,1,190,Medium Fast,1000000,58,Bug,20
329,205,Forretress,Bagworm Pokemon,1.2,125.8,Bug,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",50.0,50.0,70,Gold,Johto,75,90,140,60,60,40,465,0,0,2,0,0,0,2,75,Medium Fast,1000000,163,Bug,20
330,206,Dunsparce,Land Snake Pokemon,1.5,14.0,Normal,Serene Grace,Boosts the likelihood of additional effects occurring when attacking.,50.0,50.0,70,Gold,Johto,100,70,70,65,65,45,415,1,0,0,0,0,0,1,190,Medium Fast,1000000,145,Field,20
331,207,Gligar,Fly Scorpion Pokemon,1.1,64.8,Ground,Hyper Cutter,The Pokémon's proud of its powerful pincers. They prevent other Pokémon from lowering its Attack stat.,50.0,50.0,70,Gold,Johto,65,75,105,35,65,85,430,0,0,1,0,0,0,1,60,Medium Slow,1059860,86,Bug,20
332,208,Steelix,Iron Snake Pokemon,9.2,400.0,Steel,Rock Head,Protects the Pokémon from recoil damage.,50.0,50.0,70,Gold,Johto,75,85,200,55,65,30,510,0,0,2,0,0,0,2,25,Medium Fast,1000000,179,Mineral,25
